symbol,date,recommendation,combined,intrinsicv_value,market_price,pe_ratio,rsi,macd_signal,bollinger_signal,trend_signal,fundamental_signal,risk_signal,dividiend_signal,score
BGR,9/20/2024,HOLD,HOLD,0,12.68999958,6.34495,55.97351520705592,BUY,HOLD,downward,SELL,BUY,HOLD,0
BGT,9/20/2024,HOLD,HOLD,0,12.760000228881836,9.177857,54.27817585653838,BUY,HOLD,downward,SELL,BUY,HOLD,0
BGX,9/20/2024,SELL,SELL,0,13.130000114440918,8.055215,79.41180595486865,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BGY,9/20/2024,SELL,SELL,0,5.710000038146973,7.2948723,68.12426764871486,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BGSF,9/20/2024,HOLD,HOLD,0,7.440000057220459,36.45,40.425541628642286,BUY,HOLD,downward,SELL,BUY,HOLD,0
BHE,9/20/2024,SELL,SELL,0,43.97999954223633,23.66129,89.69891670953923,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BHK,9/20/2024,SELL,SELL,0,11.90999984741211,24.833126,57.942726501872976,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BHLB,9/20/2024,SELL,SELL,0,27.5,54.431374,77.93592397760054,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BHP,9/20/2024,SELL,SELL,0,53.790000915527344,17.29582,72.4746338,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BIGZ,9/20/2024,HOLD,HOLD,0,7.489999771118164,8.370899,69.44127509532427,BUY,HOLD,downward,SELL,BUY,HOLD,0
BIPC,9/20/2024,SELL,SELL,0,42.45000076293945,4.2647943,82.71025163617436,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BIRK,9/20/2024,SELL,SELL,0,47.83000183105469,72.47727,77.77778502316859,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BIT,9/20/2024,SELL,SELL,0,15.050000190734863,25.05,63.026197835879465,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BJ,9/20/2024,SELL,SELL,0,80.98999786376953,20.377525,73.43306616,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BK,9/20/2024,SELL,SELL,0,71.81999969482422,17.1,91.80835696639879,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BKE,9/20/2024,SELL,SELL,0,43.849998474121094,10.717073,67.32823075964362,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BKH,9/20/2024,SELL,SELL,0,60.68000030517578,15.027227,63.61322661,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BKN,9/20/2024,SELL,SELL,0,12.65999984741211,60.21429,56.61293004,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BKU,9/20/2024,HOLD,HOLD,0,36.66999816894531,16.429205,54.963202939557455,BUY,HOLD,downward,SELL,BUY,HOLD,0
BKT,9/20/2024,SELL,SELL,0,12.489999771118164,32.81553,60.27937599230915,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BLD,9/20/2024,SELL,SELL,0,406.1000061035156,21.084877,77.66202501368761,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BLDR,9/20/2024,SELL,SELL,0,197.74000549316406,17.536772,87.86571240071267,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BLE,9/20/2024,SELL,SELL,0,11.34000015258789,30.62162,83.41355135747895,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BLK,9/20/2024,SELL,SELL,0,928.7899780273438,23.027922,82.42154239,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BLX,9/20/2024,HOLD,HOLD,0,32.75,6.258522,69.03155161,BUY,HOLD,downward,SELL,BUY,HOLD,0
BLW,9/20/2024,SELL,SELL,0,14.34000015258789,9.085443,44.45874200528057,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BME,9/20/2024,SELL,SELL,0,41.93000030517578,10.643766,52.76679505964664,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BMI,9/20/2024,SELL,SELL,0,217.07000732421875,56.325916,83.36002026360606,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BMN,9/20/2024,HOLD,HOLD,0,25.149999618530273,17.30548,62.14993003265143,BUY,HOLD,downward,SELL,BUY,HOLD,0
BMO,9/20/2024,SELL,SELL,0,89.91000366210938,14.01252,89.01478790182873,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BN,9/20/2024,SELL,SELL,0,52.18000030517578,91.5,91.71922568570676,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BNY,9/20/2024,SELL,SELL,0,11,33.363636,92.37489956,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BNS,9/20/2024,SELL,SELL,0,54.06999969482422,12.825001,92.63808993339481,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BNL,9/20/2024,SELL,SELL,0,18.729999542236328,22.69988,69.61128699,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BOH,9/20/2024,SELL,SELL,0,63.93000030517578,18.117977,52.10609037094257,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BOE,9/20/2024,SELL,SELL,0,11.170000076293945,8.48855,70.62321520655698,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BOOT,9/20/2024,SELL,SELL,0,167.80999755859375,33.864372,86.56831645086247,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BORR,9/20/2024,HOLD,HOLD,0,5.619999885559082,18.883333,57.36434079872784,BUY,HOLD,downward,SELL,BUY,HOLD,0
BOW,9/20/2024,SELL,SELL,0,28.299999237060547,35.79747,23.999976418218736,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BOX,9/20/2024,SELL,SELL,0,32.99000168,41.759495,63.25586264285119,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BP,9/20/2024,HOLD,HOLD,0,32.63999938964844,12.664729,66.03056713879701,BUY,HOLD,downward,SELL,BUY,HOLD,0
BR,9/20/2024,SELL,SELL,0,208.22000122070312,35.585472,43.82625854666107,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BRBR,9/20/2024,SELL,SELL,0,60.470001220703125,36.527107,78.35372236083694,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BRC,9/20/2024,SELL,SELL,0,74.77999877929688,18.371006,73.28919623549068,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BRFS,9/20/2024,SELL,SELL,0,4.559999942779541,15.3,58.6666743,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BRO,9/20/2024,SELL,SELL,0,101.01000213623047,29.07781,36.102579672335374,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BRW,9/20/2024,SELL,SELL,0,7.400000095367432,23.1875,64.44446328246362,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BROS,9/20/2024,SELL,SELL,0,34.91999816894531,138.92,86.99427573493742,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BSBR,9/20/2024,HOLD,HOLD,0,5.360000133514404,19.981482,26.315798279538583,SELL,BUY,downward,SELL,BUY,HOLD,0
BSAC,9/20/2024,SELL,SELL,0,19.969999313354492,13.318791,51.83146907378555,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BRX,9/20/2024,SELL,SELL,0,27.739999771118164,28.530926,60.670759719061074,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BSIG,9/20/2024,SELL,SELL,0,25.559999465942383,15.542169,90.9690829,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BSL,9/20/2024,HOLD,HOLD,0,14.390000343322754,7.8797812,64.10266442349075,BUY,HOLD,downward,SELL,BUY,HOLD,0
BSM,9/20/2024,SELL,SELL,0,14.93999958,10.060403,83.96945620157916,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BSTZ,9/20/2024,HOLD,HOLD,0,18.760000228881836,6.5845075,67.55760281755218,BUY,HOLD,downward,SELL,BUY,HOLD,0
BST,9/20/2024,SELL,SELL,0,34.779998779296875,4.4864388,83.33530054446351,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BSX,9/20/2024,SELL,SELL,0,83.91999816894531,68.17073,64.01760316088905,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BTA,9/20/2024,SELL,SELL,0,10.65999984741211,39.46111,67.24300068704912,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BTO,9/20/2024,SELL,SELL,0,32.86000061035156,4.918413,72.86402810780959,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BTT,9/20/2024,SELL,SELL,0,21.530000686645508,37.805264,57.70809987000762,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BUI,9/20/2024,SELL,SELL,0,23.889999389648438,32.721916,82.10143384583245,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BTZ,9/20/2024,SELL,SELL,0,11.100000381469727,10.35514,72.15097234927849,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BUD,9/20/2024,SELL,SELL,0,63.130001068115234,21.748276,43.22252835166208,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BUR,9/20/2024,HOLD,HOLD,0,13.319999694824219,7.6534095,63.97516889240347,BUY,HOLD,downward,SELL,BUY,HOLD,0
BTU,9/20/2024,SELL,SELL,0,23.90999984741211,6.108527,92.91548063835305,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BURL,9/20/2024,SELL,SELL,0,271.3900146484375,40.79713,63.297715167237165,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BVN,9/20/2024,SELL,SELL,0,13.670000076293945,33.775,79.85868760842577,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BV,9/20/2024,SELL,SELL,0,15.720000267028809,68.152176,90.20977481968569,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BWA,9/20/2024,HOLD,HOLD,0,33.400001525878906,10.058558,55.26315992685669,BUY,HOLD,downward,SELL,BUY,HOLD,0
BWLP,9/20/2024,SELL,SELL,0,14.029999732971191,3.837912,33.73014266138007,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BWG,9/20/2024,SELL,SELL,0,8.909999847,11.278481,81.48144223569138,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BWMX,9/20/2024,SELL,SELL,0,13.779999732971191,8.208334,84.27420920934586,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BWXT,9/20/2024,SELL,SELL,0,102.83999633789062,34.857388,81.01626750719234,BUY,SELL,downward,SELL,BUY,HOLD,-0.5
BXC,9/20/2024,SELL,SELL,0,107.80000305175781,25.203196,87.92162513848716,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BX,9/20/2024,SELL,SELL,0,158.1199951171875,60.351147,93.17427492630995,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BY,9/20/2024,HOLD,HOLD,0,26.979999542236328,10.064815,64.66666200425593,BUY,HOLD,downward,SELL,BUY,HOLD,0
BXMX,9/20/2024,SELL,SELL,0,13.420000076293945,6.7437186,76.65214912983843,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BXSL,9/20/2024,HOLD,HOLD,0,30.399999618530273,7.8604655,62.33764303575786,BUY,HOLD,downward,SELL,BUY,HOLD,0
BXP,9/20/2024,SELL,SELL,0,81.01999664,76.30189,78.57143320541972,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BYD,9/20/2024,SELL,SELL,0,64.02999877929688,12.357143,77.40424164350858,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
BYM,9/20/2024,SELL,SELL,0,11.979999542236328,66.666664,66.88847423568251,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
BZH,9/20/2024,SELL,SELL,0,33.310001373291016,7.331897,70.93690178834854,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
C,9/20/2024,HOLD,HOLD,0,62.13999938964844,17.154696,64.57397300461955,BUY,HOLD,downward,SELL,BUY,HOLD,0
CAAP,9/20/2024,SELL,SELL,0,17.829999923706055,7.95045,96.35256015029204,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CACI,9/20/2024,SELL,SELL,0,491.17999267578125,26.234013,76.43452322237337,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CADE,9/20/2024,SELL,SELL,0,31.989999771118164,88.86111,70.23828259645865,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CABO,9/20/2024,HOLD,HOLD,0,341.8500061035156,8.08626,54.17619422807369,BUY,HOLD,downward,SELL,BUY,HOLD,0
CAG,9/20/2024,SELL,SELL,0,32.29999923706055,45.055553,41.79561462767088,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CALX,9/20/2024,SELL,SELL,0,39.099998474121094,1288.25,84.15515711342397,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CAL,9/20/2024,SELL,SELL,0,33.470001220703125,7.319264,32.46820558316996,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CAH,9/20/2024,SELL,SELL,0,111.83999633789062,32.4157,44.16054397,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CANG,9/20/2024,HOLD,HOLD,0,1.6100000143051147,9.75,44.73685201184312,BUY,HOLD,downward,SELL,BUY,HOLD,0
CARR,9/20/2024,SELL,SELL,0,79.91999816894531,21.25532,94.46335908,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CAPL,9/20/2024,SELL,SELL,0,21.270000457763672,37.607143,71.93880132813808,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CARS,9/20/2024,HOLD,HOLD,0,17.969999313354492,49.486485,64.81477557,BUY,HOLD,downward,SELL,BUY,HOLD,0
CAT,9/20/2024,SELL,SELL,0,368.82000732421875,16.815489,89.73950556757771,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CAVA,9/20/2024,SELL,SELL,0,128.7899932861328,711.6111,77.01866503400535,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CBL,9/20/2024,SELL,SELL,0,24.690000534057617,27.03261,36.92497976363931,SELL,BUY,downward,SELL,BUY,HOLD,-0.5
CBRE,9/20/2024,SELL,SELL,0,121.5999984741211,40.94276,82.22576781103533,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CB,9/20/2024,SELL,SELL,0,290.6600036621094,12.317124,48.49958247706585,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CBT,9/20/2024,SELL,SELL,0,110.2699966430664,13.206444,92.00690688302046,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CCI,9/20/2024,SELL,SELL,0,115.33000183105469,42.084248,47.26670399812381,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CBZ,9/20/2024,HOLD,HOLD,0,67.61000061035156,28.965666,67.85082696985506,BUY,HOLD,downward,SELL,BUY,HOLD,0
CBU,9/20/2024,HOLD,HOLD,0,58.75,18.990385,64.06070961,BUY,HOLD,downward,SELL,BUY,HOLD,0
CC,9/20/2024,SELL,SELL,0,18.700000762939453,24.592106,74.09640734559514,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CCL,9/20/2024,SELL,SELL,0,19,26.500002,100,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CCJ,9/20/2024,SELL,SELL,0,44.400001525878906,100,90.26258808445424,BUY,SELL,downward,SELL,BUY,HOLD,-0.5
CCK,9/20/2024,SELL,SELL,0,93.69999694824219,25.939058,70.11491228935579,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CCRD,9/20/2024,SELL,SELL,0,15.729999542236328,81.47369,72.80332724551364,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CCU,9/20/2024,SELL,SELL,0,10.220000267028809,16.055555,46.44971065,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CCS,9/20/2024,SELL,SELL,0,103.2699966430664,10.411177,73.96021308963414,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CCZ,9/20/2024,HOLD,HOLD,0,57.25,48.84812,59.03005215695457,BUY,HOLD,downward,SELL,BUY,HOLD,0
CDRE,9/20/2024,SELL,SELL,0,38.00999832,36.82039,97.02514645560416,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CE,9/20/2024,HOLD,HOLD,0,126.9000015258789,7.192416,69.74639158,BUY,HOLD,downward,SELL,BUY,HOLD,0
CEIX,9/20/2024,HOLD,HOLD,0,97.33000183105469,7.1214128,68.61315291325552,BUY,HOLD,downward,SELL,BUY,HOLD,0
CEE,9/20/2024,HOLD,HOLD,0,10.380000114440918,4.642287,50.91677507798621,BUY,HOLD,downward,SELL,BUY,HOLD,0
CF,9/20/2024,HOLD,HOLD,0,81.61000061035156,14.632326,66.42259514400087,BUY,HOLD,downward,SELL,BUY,HOLD,0
CEPU,9/20/2024,SELL,SELL,0,10.130000114440918,9.026548,63.95350062182882,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CFG,9/20/2024,HOLD,HOLD,0,41.650001525878906,15.699999,51.95695585,BUY,HOLD,downward,SELL,BUY,HOLD,0
CFR,9/20/2024,SELL,SELL,0,114.23999786376953,13.985366,70.22191881818057,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CGAU,9/20/2024,SELL,SELL,0,6.929999828338623,11.393442,75,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CHE,9/20/2024,HOLD,HOLD,0,582.0599975585938,29.552233,66.86875259344689,BUY,HOLD,downward,SELL,BUY,HOLD,0
CHD,9/20/2024,SELL,SELL,0,103.4000015258789,31.907406,39.46361861221054,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CHH,9/20/2024,SELL,SELL,0,130.02999877929688,27.005184,81.95486996576655,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CHT,9/20/2024,SELL,SELL,0,39.33000183105469,26.714285,74.16665077215536,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CHWY,9/20/2024,SELL,SELL,0,29.75,35.843372,68.16326753043633,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CIEN,9/20/2024,SELL,SELL,0,58.72999954223633,62.22872,99.59018038004203,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CI,9/20/2024,SELL,SELL,0,356.1400146484375,28.095425,46.97910055365597,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CIA,9/20/2024,SELL,SELL,0,3.430000066757202,7.4418607,70.45453929704496,BUY,SELL,downward,SELL,BUY,HOLD,-0.5
CIB,9/20/2024,HOLD,HOLD,0,32.15999984741211,5.4695945,66.37164706,BUY,HOLD,downward,SELL,BUY,HOLD,0
CIF,9/20/2024,SELL,SELL,0,1.7599999904632568,8.8,52.90022647029862,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CIG,9/20/2024,HOLD,HOLD,0,2.0299999713897705,5.871429,26.31578947368422,SELL,BUY,downward,SELL,BUY,HOLD,0
CIM,9/20/2024,SELL,SELL,0,16.649999618530273,9.687861,77.56093975479884,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CII,9/20/2024,SELL,SELL,0,19.450000762939453,8.243645,86.04320794944955,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CINT,9/20/2024,SELL,SELL,0,6.590000152587891,38.5625,45.16128961373994,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CION,9/20/2024,HOLD,HOLD,0,12,5.119658,68.31680457158828,BUY,HOLD,downward,SELL,BUY,HOLD,0
CIVI,9/20/2024,HOLD,HOLD,0,54.310001373291016,6.1961007,69.07542423881061,BUY,HOLD,downward,SELL,BUY,HOLD,0
CL,9/20/2024,SELL,SELL,0,103.05999755859375,30.046646,17.213058369100494,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CLB,9/20/2024,SELL,SELL,0,18.579999923706055,37.3772,70.58782662068866,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CLCO,9/20/2024,SELL,SELL,0,11.050000190734863,4.8129997,56.52177158063824,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CLF,9/20/2024,HOLD,HOLD,0,11.770000457763672,127.66666,58.09523780690133,BUY,HOLD,downward,SELL,BUY,HOLD,0
CLH,9/20/2024,SELL,SELL,0,246.8800048828125,33.884468,74.58662131928745,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CLS,9/20/2024,SELL,SELL,0,48.72999954223633,15.746733,82.31900893071938,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CLW,9/20/2024,HOLD,HOLD,0,30.670000076293945,11.562737,54.11335157692716,BUY,HOLD,downward,SELL,BUY,HOLD,0
CLX,9/20/2024,SELL,SELL,0,163.3300018310547,72.59111,44.53847499146096,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CM,9/20/2024,SELL,SELL,0,61.68000030517578,12.171261,64.87174345757141,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CMC,9/20/2024,SELL,SELL,0,53.27000045776367,11.1039505,75.84854563491274,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CMA,9/20/2024,SELL,SELL,0,61.49000168,13.542128,88.45176450527384,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CMBT,9/20/2024,HOLD,HOLD,0,15.729999542236328,2.6588852,64.9805202,BUY,HOLD,downward,SELL,BUY,HOLD,0
CMG,9/20/2024,SELL,SELL,0,57.22999954223633,56.107845,70.19338638609489,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CMI,9/20/2024,SELL,SELL,0,308.2399902,21.971367,71.38042448252634,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CMS,9/20/2024,SELL,SELL,0,69.83999633789062,21.388037,59.52374705066697,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CMRE,9/20/2024,SELL,SELL,0,14.430000305175781,5.165493,79.47600363,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CMSA,9/20/2024,SELL,SELL,0,25.37999916,14.167131,67.65526754,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CMU,9/20/2024,SELL,SELL,0,3.630000114440918,20.118889,67.05726975222066,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CNA,9/20/2024,HOLD,HOLD,0,48.52000045776367,10.578724,21.71532033736429,SELL,BUY,downward,SELL,BUY,HOLD,0
CNC,9/20/2024,SELL,SELL,0,75.61000061035156,14.235404,77.76483022621701,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CNH,9/20/2024,HOLD,HOLD,0,10.829999923706055,7.029221,59.56787979471287,BUY,HOLD,downward,SELL,BUY,HOLD,0
CNF,9/20/2024,HOLD,HOLD,0,1,3.96,60,BUY,HOLD,downward,SELL,BUY,HOLD,0
CNI,9/20/2024,SELL,SELL,0,117.06999969482422,18.73871,49.612411564825464,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CNK,9/20/2024,SELL,SELL,0,28.31999969482422,27.471554,42.172642184479116,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CNM,9/20/2024,SELL,SELL,0,43.40999984741211,20.742859,80.69962152150656,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CNMD,9/20/2024,SELL,SELL,0,75.23999786376953,23.901274,69.95402533389021,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CNO,9/20/2024,SELL,SELL,0,35.349998474121094,9.181818,81.96257683141438,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CNP,9/20/2024,HOLD,HOLD,0,28.170000076293945,17.382715,69.99996988402337,BUY,HOLD,downward,SELL,BUY,HOLD,0
CNQ,9/20/2024,HOLD,HOLD,0,33.400001525878906,12.8667965,53.57674138372292,BUY,HOLD,downward,SELL,BUY,HOLD,0
CNX,9/20/2024,SELL,SELL,0,31.87999916,11.120141,100,BUY,SELL,downward,SELL,BUY,HOLD,-0.5
CNS,9/20/2024,SELL,SELL,0,95.12999725341797,37.30588,86.81950240577473,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
COF,9/20/2024,SELL,SELL,0,152.27999877929688,14.327067,70.59572909740692,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CON,9/20/2024,SELL,SELL,0,22.860000610351562,21.901962,46.478876266370946,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
COP,9/20/2024,HOLD,HOLD,0,109.87000274658203,12.234967,65.89597815637046,BUY,HOLD,downward,SELL,BUY,HOLD,0
COR,9/20/2024,SELL,SELL,0,228.11000061035156,24.759762,32.39232224,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
COTY,9/20/2024,HOLD,HOLD,0,9.18999958,102.16666,58.82348541301053,BUY,HOLD,downward,SELL,BUY,HOLD,0
CP,9/20/2024,SELL,SELL,0,85.86000061035156,31.069092,57.011516025270005,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CPA,9/20/2024,SELL,SELL,0,91.52999877929688,5.570422,87.21485945614243,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CPAY,9/20/2024,SELL,SELL,0,307.2099914550781,22.23728,49.570130935382934,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CPAC,9/20/2024,HOLD,HOLD,0,5.679999828338623,11.137255,52.17390853651584,BUY,HOLD,downward,SELL,BUY,HOLD,0
CPF,9/20/2024,HOLD,HOLD,0,28.31999969482422,13.741627,69.05938035,BUY,HOLD,downward,SELL,BUY,HOLD,0
CPK,9/20/2024,SELL,SELL,0,122.2300033569336,26.028847,71.72993216554747,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CPB,9/20/2024,SELL,SELL,0,51.209999084472656,27.142857,45.786945982350524,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CPNG,9/20/2024,SELL,SELL,0,24.579999923706055,42.181034,97.37993485027307,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CQP,9/20/2024,SELL,SELL,0,47.75,10.15222,34.31951126746098,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CPT,9/20/2024,SELL,SELL,0,125.20999908447266,34.269863,66.85440428620919,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CR,9/20/2024,SELL,SELL,0,152.42999267578125,36.84217,80.90905412825478,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CRC,9/20/2024,SELL,SELL,0,52.849998474121094,23.09649,93.43440797927987,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CRBG,9/20/2024,HOLD,HOLD,0,27.87999916,8.604938,69.95161276889893,BUY,HOLD,downward,SELL,BUY,HOLD,0
CRI,9/20/2024,SELL,SELL,0,67.06999969482422,10.375194,37.50001027665579,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CRH,9/20/2024,SELL,SELL,0,92.88999938964844,19.254166,93.51563986,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CRL,9/20/2024,SELL,SELL,0,205.7899932861328,24.425241,80.71430356306433,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CRM,9/20/2024,SELL,SELL,0,266.79998779296875,46.07132,82.12653542921547,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CSL,9/20/2024,SELL,SELL,0,436.9800109863281,24.779072,96.25750137123651,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CRS,9/20/2024,SELL,SELL,0,156.64999389648438,42.23162,88.40012092982921,BUY,HOLD,downward,SELL,BUY,HOLD,-0.5
CSAN,9/20/2024,SELL,SELL,0,9,8.862745,46.96133295326834,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
CRT,9/20/2024,SELL,SELL,0,9.789999961853027,7.609297,82.60870166146753,BUY,SELL,downward,SELL,BUY,HOLD,-0.5
CSV,9/20/2024,SELL,SELL,0,32.93000030517578,17.481482,62.37283839824551,SELL,HOLD,downward,SELL,BUY,HOLD,-0.5
